"Type","SKU","Name","Published","Catalog visibility","Is featured?","Description","Regular price","Sale price","Manage stock?","Stock","Low stock amount","Backorders allowed?","Categories","Tags","Meta: source_product_id","Meta: source_cost_price","Meta: source_fractional","Meta: source_unit"
"simple","C1100138","Bandana Lencinho Estampada - M","1","hidden","0","<p>Bandanas pet tamanho M, confeccionadas em tecido de poliéster ou tricoline para finalização profissional de banho e tosa. Possuem acabamento em overloque, sem viés, proporcionando leveza e bom caimento.</p><p><strong>Conteúdo:</strong> 10 unidades<br/><strong>Tamanho:</strong> M<br/><strong>Material:</strong> tecido de poliéster ou tricoline<br/><strong>Acabamento:</strong> overloque<br/><strong>Estampas:</strong> sortidas, conforme disponibilidade</p><p><strong>Observação:</strong> as estampas, cores e tonalidades podem variar conforme o material disponível e o lote de produção.</p>","21.9","","1","35","0","0","BANDANAS","","bba06313-d441-4d59-91bb-afe61ce58cf0","12.89","0",""
"simple","C1100137","Bandana Lencinho Estampada - P","1","hidden","0","<p>Bandanas pet tamanho P, confeccionadas em tecido de poliéster ou tricoline para finalização profissional de banho e tosa. Possuem acabamento em overloque, sem viés, proporcionando leveza e bom caimento.</p><p><strong>Conteúdo:</strong> 10 unidades<br/><strong>Tamanho:</strong> P<br/><strong>Material:</strong> tecido de poliéster ou tricoline<br/><strong>Acabamento:</strong> overloque<br/><strong>Estampas:</strong> sortidas, conforme disponibilidade</p><p><strong>Observação:</strong> as estampas, cores e tonalidades podem variar conforme o material disponível e o lote de produção.</p>","17.9","","1","31","0","0","BANDANAS","","71b66c02-ecb7-41ba-ad57-1ebd17383248","10.29","0",""
"simple","C1100058","Bandana M - Copa","1","visible","0","<p>Bandanas pet com temática Copa tamanho M, confeccionadas em tecido de poliéster para finalização profissional de banho e tosa. Possuem acabamento com viés de TNT e estampas selecionadas dentro do padrão do produto.</p><p><strong>Conteúdo:</strong> 10 unidades<br/><strong>Tamanho:</strong> M<br/><strong>Material:</strong> tecido de poliéster<br/><strong>Acabamento:</strong> viés de TNT<br/><strong>Tema:</strong> Copa<br/><strong>Composição do pacote:</strong> 5 estampas diferentes, com 2 unidades de cada estampa</p><p><strong>Observação:</strong> as estampas, cores e tonalidades — inclusive a cor do viés — podem variar conforme o material disponível e o lote de produção.</p>","21.9","","1","15","0","1","BANDANAS","","b65fca55-2bd0-4d11-86af-34d431932dd7","18.69","0",""
"simple","C1100034","Bandana M - Femea (Vies)","1","visible","0","<p>Bandanas pet feminino tamanho M, confeccionadas em tecido de poliéster para finalização profissional de banho e tosa. Possuem acabamento com viés de TNT e estampas selecionadas dentro do padrão do produto.</p><p><strong>Conteúdo:</strong> 10 unidades<br/><strong>Tamanho:</strong> M<br/><strong>Material:</strong> tecido de poliéster<br/><strong>Acabamento:</strong> viés de TNT<br/><strong>Modelo:</strong> feminino<br/><strong>Tema:</strong> conforme disponibilidade ou solicitação do cliente<br/><strong>Composição do pacote:</strong> 5 estampas diferentes, com 2 unidades de cada estampa</p><p><strong>Observação:</strong> as estampas, cores e tonalidades — inclusive a cor do viés — podem variar conforme o material disponível e o lote de produção.</p>","21.9","","1","39","0","1","BANDANAS","","5deabbe6-742b-4de0-b6ef-fd51445ddc79","18.69","0",""
"simple","C1100044","Bandana M - São João","1","visible","0","<p>Bandanas pet com temática São João tamanho M, confeccionadas em tecido de poliéster para finalização profissional de banho e tosa. Possuem acabamento com viés de TNT e estampas selecionadas dentro do padrão do produto.</p><p><strong>Conteúdo:</strong> 10 unidades<br/><strong>Tamanho:</strong> M<br/><strong>Material:</strong> tecido de poliéster<br/><strong>Acabamento:</strong> viés de TNT<br/><strong>Tema:</strong> São João<br/><strong>Composição do pacote:</strong> 5 estampas diferentes, com 2 unidades de cada estampa</p><p><strong>Observação:</strong> as estampas, cores e tonalidades — inclusive a cor do viés — podem variar conforme o material disponível e o lote de produção.</p>","21.9","","1","26","0","1","BANDANAS","","b31396ac-10f5-474d-8fb3-2cf5123fa34c","18.69","0",""
"simple","C1100035","Bandana M - Unissex (vies)","1","visible","0","<p>Bandanas pet unissex tamanho M, confeccionadas em tecido de poliéster para finalização profissional de banho e tosa. Possuem acabamento com viés de TNT e estampas selecionadas dentro do padrão do produto.</p><p><strong>Conteúdo:</strong> 10 unidades<br/><strong>Tamanho:</strong> M<br/><strong>Material:</strong> tecido de poliéster<br/><strong>Acabamento:</strong> viés de TNT<br/><strong>Modelo:</strong> unissex<br/><strong>Tema:</strong> conforme disponibilidade ou solicitação do cliente<br/><strong>Composição do pacote:</strong> 5 estampas diferentes, com 2 unidades de cada estampa</p><p><strong>Observação:</strong> as estampas, cores e tonalidades — inclusive a cor do viés — podem variar conforme o material disponível e o lote de produção.</p>","21.9","","1","36","0","1","BANDANAS","","a6262902-5779-47a0-a3e3-2faa0373a90d","18.69","0",""
"simple","C1100036","Bandana M -Macho (Vies)","1","visible","0","<p>Bandanas pet masculino tamanho M, confeccionadas em tecido de poliéster para finalização profissional de banho e tosa. Possuem acabamento com viés de TNT e estampas selecionadas dentro do padrão do produto.</p><p><strong>Conteúdo:</strong> 10 unidades<br/><strong>Tamanho:</strong> M<br/><strong>Material:</strong> tecido de poliéster<br/><strong>Acabamento:</strong> viés de TNT<br/><strong>Modelo:</strong> masculino<br/><strong>Tema:</strong> conforme disponibilidade ou solicitação do cliente<br/><strong>Composição do pacote:</strong> 5 estampas diferentes, com 2 unidades de cada estampa</p><p><strong>Observação:</strong> as estampas, cores e tonalidades — inclusive a cor do viés — podem variar conforme o material disponível e o lote de produção.</p>","21.9","","1","57","0","1","BANDANAS","","e87c549b-ee3c-445e-9c17-2e098bf1af5e","18.69","0",""
"simple","C1100136","Bandana Neon - G","1","visible","0","<p>Bandanas pet tamanho G, confeccionadas em tecido de poliéster ou tricoline em cores neon para finalização profissional de banho e tosa. Possuem acabamento em overloque, sem viés, proporcionando leveza e bom caimento.</p><p><strong>Conteúdo:</strong> 10 unidades<br/><strong>Tamanho:</strong> G<br/><strong>Material:</strong> tecido de poliéster ou tricoline<br/><strong>Acabamento:</strong> overloque<br/><strong>Cores:</strong> neon sortidas, conforme disponibilidade</p><p><strong>Observação:</strong> as cores e tonalidades podem variar conforme o material disponível e o lote de produção.</p>","25.9","","1","4","0","0","BANDANAS","","2922f24c-ac96-4fb4-aa6e-5580cd8dedff","12.39","0",""
"simple","C1100135","Bandana Neon - M","1","visible","0","<p>Bandanas pet tamanho M, confeccionadas em tecido de poliéster ou tricoline em cores neon para finalização profissional de banho e tosa. Possuem acabamento em overloque, sem viés, proporcionando leveza e bom caimento.</p><p><strong>Conteúdo:</strong> 10 unidades<br/><strong>Tamanho:</strong> M<br/><strong>Material:</strong> tecido de poliéster ou tricoline<br/><strong>Acabamento:</strong> overloque<br/><strong>Cores:</strong> neon sortidas, conforme disponibilidade</p><p><strong>Observação:</strong> as cores e tonalidades podem variar conforme o material disponível e o lote de produção.</p>","20.9","","1","8","0","0","BANDANAS","","97de80cb-4538-429e-956a-bae5e8851e9f","10.44","0",""
"simple","C1100134","Bandana Neon - P","1","visible","0","<p>Bandanas pet tamanho P, confeccionadas em tecido de poliéster ou tricoline em cores neon para finalização profissional de banho e tosa. Possuem acabamento em overloque, sem viés, proporcionando leveza e bom caimento.</p><p><strong>Conteúdo:</strong> 10 unidades<br/><strong>Tamanho:</strong> P<br/><strong>Material:</strong> tecido de poliéster ou tricoline<br/><strong>Acabamento:</strong> overloque<br/><strong>Cores:</strong> neon sortidas, conforme disponibilidade</p><p><strong>Observação:</strong> as cores e tonalidades podem variar conforme o material disponível e o lote de produção.</p>","16.9","","1","2","0","0","BANDANAS","","6c16dbf0-922b-4a52-a5b6-1f3defdf61e2","8.64","0",""
"simple","C1100124","Bandana P - Copa","1","visible","0","<p>Bandanas pet com temática Copa tamanho P, confeccionadas em tecido de poliéster para finalização profissional de banho e tosa. Possuem acabamento com viés de TNT e estampas selecionadas dentro do padrão do produto.</p><p><strong>Conteúdo:</strong> 10 unidades<br/><strong>Tamanho:</strong> P<br/><strong>Material:</strong> tecido de poliéster<br/><strong>Acabamento:</strong> viés de TNT<br/><strong>Tema:</strong> Copa<br/><strong>Composição do pacote:</strong> 5 estampas diferentes, com 2 unidades de cada estampa</p><p><strong>Observação:</strong> as estampas, cores e tonalidades — inclusive a cor do viés — podem variar conforme o material disponível e o lote de produção.</p>","18.9","","1","14","0","0","COPA","","ac0ce271-09c2-43cc-9d2f-48770ee8a523","17.44","0",""
"simple","C1100037","Bandana P - Femea (Vies)","1","visible","0","<p>Bandanas pet feminino tamanho P, confeccionadas em tecido de poliéster para finalização profissional de banho e tosa. Possuem acabamento com viés de TNT e estampas selecionadas dentro do padrão do produto.</p><p><strong>Conteúdo:</strong> 10 unidades<br/><strong>Tamanho:</strong> P<br/><strong>Material:</strong> tecido de poliéster<br/><strong>Acabamento:</strong> viés de TNT<br/><strong>Modelo:</strong> feminino<br/><strong>Tema:</strong> conforme disponibilidade ou solicitação do cliente<br/><strong>Composição do pacote:</strong> 5 estampas diferentes, com 2 unidades de cada estampa</p><p><strong>Observação:</strong> as estampas, cores e tonalidades — inclusive a cor do viés — podem variar conforme o material disponível e o lote de produção.</p>","18.9","","1","18","0","1","BANDANAS","","8cf0751f-5889-4408-a41e-bcaeeabd1c7b","17.44","0",""
"simple","C1100038","Bandana P - Unissex (vies)","1","visible","0","<p>Bandanas pet unissex tamanho P, confeccionadas em tecido de poliéster para finalização profissional de banho e tosa. Possuem acabamento com viés de TNT e estampas selecionadas dentro do padrão do produto.</p><p><strong>Conteúdo:</strong> 10 unidades<br/><strong>Tamanho:</strong> P<br/><strong>Material:</strong> tecido de poliéster<br/><strong>Acabamento:</strong> viés de TNT<br/><strong>Modelo:</strong> unissex<br/><strong>Tema:</strong> conforme disponibilidade ou solicitação do cliente<br/><strong>Composição do pacote:</strong> 5 estampas diferentes, com 2 unidades de cada estampa</p><p><strong>Observação:</strong> as estampas, cores e tonalidades — inclusive a cor do viés — podem variar conforme o material disponível e o lote de produção.</p>","18.9","","1","28","0","1","BANDANAS","","f0f1f811-95bd-47f3-aaa6-4e211a05e90c","17.44","0",""
"simple","C1100039","Bandana P -Macho (Vies)","1","visible","0","<p>Bandanas pet masculino tamanho P, confeccionadas em tecido de poliéster para finalização profissional de banho e tosa. Possuem acabamento com viés de TNT e estampas selecionadas dentro do padrão do produto.</p><p><strong>Conteúdo:</strong> 10 unidades<br/><strong>Tamanho:</strong> P<br/><strong>Material:</strong> tecido de poliéster<br/><strong>Acabamento:</strong> viés de TNT<br/><strong>Modelo:</strong> masculino<br/><strong>Tema:</strong> conforme disponibilidade ou solicitação do cliente<br/><strong>Composição do pacote:</strong> 5 estampas diferentes, com 2 unidades de cada estampa</p><p><strong>Observação:</strong> as estampas, cores e tonalidades — inclusive a cor do viés — podem variar conforme o material disponível e o lote de produção.</p>","18.9","","1","32","0","1","BANDANAS","","b4414f67-1b06-4d0d-b94c-4fc7dcfa42b3","17.44","0",""
"simple","C1100085","Bandana São João - P","1","visible","0","<p>Bandanas pet com temática São João tamanho P, confeccionadas em tecido de poliéster para finalização profissional de banho e tosa. Possuem acabamento com viés de TNT e estampas selecionadas dentro do padrão do produto.</p><p><strong>Conteúdo:</strong> 10 unidades<br/><strong>Tamanho:</strong> P<br/><strong>Material:</strong> tecido de poliéster<br/><strong>Acabamento:</strong> viés de TNT<br/><strong>Tema:</strong> São João<br/><strong>Composição do pacote:</strong> 5 estampas diferentes, com 2 unidades de cada estampa</p><p><strong>Observação:</strong> as estampas, cores e tonalidades — inclusive a cor do viés — podem variar conforme o material disponível e o lote de produção.</p>","18.9","","1","9","0","1","FESTA JUNINA","","b1e22ec1-7628-42ed-94c8-c33618de13d4","17.44","0",""
"simple","C1100165","Borboleta Ponto de Luz","1","visible","0","Borboleta Ponto de Luz","14.9","","1","1","0","0","Outros","","e9eb0f62-568c-4fe7-aacd-f84ee8f3d383","5.9","0",""
"simple","C1100105","Cachecol G - Mod. 002  (Macho)","1","visible","0","<p>Cachecóis pet tamanho G em feltro, desenvolvidos para finalização profissional de banho e tosa. Possuem fechamento por transpasse, com uma abertura costurada por onde uma ponta passa dentro da outra, facilitando a colocação no pescoço do pet.</p><p><strong>Conteúdo:</strong> 10 unidades<br/><strong>Tamanho:</strong> G<br/><strong>Material:</strong> feltro<br/><strong>Fechamento:</strong> por transpasse<br/><strong>Estampas:</strong> sortidas<br/><strong>Composição do pacote:</strong> no máximo 2 unidades da mesma estampa<br/><strong>Tema:</strong> conforme disponibilidade ou tema escolhido pelo cliente</p><p><strong>Observação:</strong> as estampas, cores e tonalidades podem variar conforme o material disponível e o lote de produção.</p>","44.9","","0","","","1","INVERNO","","4451cc7e-3ef3-445e-83f6-16dcb0329e51","21.1","0",""
"simple","C1100093","Cachecol G - Mod. 002  (Macho)","1","hidden","0","<p>Cachecóis pet tamanho G em feltro, desenvolvidos para finalização profissional de banho e tosa. Possuem fechamento por transpasse, com uma abertura costurada por onde uma ponta passa dentro da outra, facilitando a colocação no pescoço do pet.</p><p><strong>Conteúdo:</strong> 10 unidades<br/><strong>Tamanho:</strong> G<br/><strong>Material:</strong> feltro<br/><strong>Fechamento:</strong> por transpasse<br/><strong>Estampas:</strong> sortidas<br/><strong>Composição do pacote:</strong> no máximo 2 unidades da mesma estampa<br/><strong>Tema:</strong> conforme disponibilidade ou tema escolhido pelo cliente</p><p><strong>Observação:</strong> as estampas, cores e tonalidades podem variar conforme o material disponível e o lote de produção.</p>","44.9","","0","","","1","INVERNO","","77f678fb-c2d8-43d5-8a05-43e18dfd9079","21.1","0",""
"simple","C1100095","Cachecol G - Mod. 004 Fêmea)","1","hidden","0","<p>Cachecóis pet tamanho G em feltro, desenvolvidos para finalização profissional de banho e tosa. Possuem fechamento por transpasse, com uma abertura costurada por onde uma ponta passa dentro da outra, facilitando a colocação no pescoço do pet.</p><p><strong>Conteúdo:</strong> 10 unidades<br/><strong>Tamanho:</strong> G<br/><strong>Material:</strong> feltro<br/><strong>Fechamento:</strong> por transpasse<br/><strong>Estampas:</strong> sortidas<br/><strong>Composição do pacote:</strong> no máximo 2 unidades da mesma estampa<br/><strong>Tema:</strong> conforme disponibilidade ou tema escolhido pelo cliente</p><p><strong>Observação:</strong> as estampas, cores e tonalidades podem variar conforme o material disponível e o lote de produção.</p>","44.9","","0","","","1","INVERNO","","348ee729-0a52-4237-bfe9-7814eececfbd","21.1","0",""
"simple","C1100104","Cachecol M - Mod. 001 (Macho)","1","visible","0","<p>Cachecóis pet tamanho M em feltro, desenvolvidos para finalização profissional de banho e tosa. Possuem fechamento por transpasse, com uma abertura costurada por onde uma ponta passa dentro da outra, facilitando a colocação no pescoço do pet.</p><p><strong>Conteúdo:</strong> 10 unidades<br/><strong>Tamanho:</strong> M<br/><strong>Material:</strong> feltro<br/><strong>Fechamento:</strong> por transpasse<br/><strong>Estampas:</strong> sortidas<br/><strong>Composição do pacote:</strong> no máximo 2 unidades da mesma estampa<br/><strong>Tema:</strong> conforme disponibilidade ou tema escolhido pelo cliente</p><p><strong>Observação:</strong> as estampas, cores e tonalidades podem variar conforme o material disponível e o lote de produção.</p>","32.9","","1","1","0","1","INVERNO","","049695e4-2178-4ada-af9f-a8ee7f716447","14.5","0",""
"simple","C1100088","Cachecol M - Mod. 004 (Fêmea)","1","visible","0","<p>Cachecóis pet tamanho M em feltro, desenvolvidos para finalização profissional de banho e tosa. Possuem fechamento por transpasse, com uma abertura costurada por onde uma ponta passa dentro da outra, facilitando a colocação no pescoço do pet.</p><p><strong>Conteúdo:</strong> 10 unidades<br/><strong>Tamanho:</strong> M<br/><strong>Material:</strong> feltro<br/><strong>Fechamento:</strong> por transpasse<br/><strong>Estampas:</strong> sortidas<br/><strong>Composição do pacote:</strong> no máximo 2 unidades da mesma estampa<br/><strong>Tema:</strong> conforme disponibilidade ou tema escolhido pelo cliente</p><p><strong>Observação:</strong> as estampas, cores e tonalidades podem variar conforme o material disponível e o lote de produção.</p>","32.9","","1","3","0","1","INVERNO","","19d0d41c-c750-4f9f-9f8b-d5d43474e8c4","14.5","0",""
"simple","C1100087","Cachecol M - Mod. 005 (Femêa)","1","visible","0","<p>Cachecóis pet tamanho M em feltro, desenvolvidos para finalização profissional de banho e tosa. Possuem fechamento por transpasse, com uma abertura costurada por onde uma ponta passa dentro da outra, facilitando a colocação no pescoço do pet.</p><p><strong>Conteúdo:</strong> 10 unidades<br/><strong>Tamanho:</strong> M<br/><strong>Material:</strong> feltro<br/><strong>Fechamento:</strong> por transpasse<br/><strong>Estampas:</strong> sortidas<br/><strong>Composição do pacote:</strong> no máximo 2 unidades da mesma estampa<br/><strong>Tema:</strong> conforme disponibilidade ou tema escolhido pelo cliente</p><p><strong>Observação:</strong> as estampas, cores e tonalidades podem variar conforme o material disponível e o lote de produção.</p>","32.9","","1","2","0","1","INVERNO","","fcff9d34-cc33-4898-bc56-9ec3bd672d85","14.5","0",""
"simple","C1100089","Cachecol M - Mod.002  (Fêmea)","1","visible","0","<p>Cachecóis pet tamanho M em feltro, desenvolvidos para finalização profissional de banho e tosa. Possuem fechamento por transpasse, com uma abertura costurada por onde uma ponta passa dentro da outra, facilitando a colocação no pescoço do pet.</p><p><strong>Conteúdo:</strong> 10 unidades<br/><strong>Tamanho:</strong> M<br/><strong>Material:</strong> feltro<br/><strong>Fechamento:</strong> por transpasse<br/><strong>Estampas:</strong> sortidas<br/><strong>Composição do pacote:</strong> no máximo 2 unidades da mesma estampa<br/><strong>Tema:</strong> conforme disponibilidade ou tema escolhido pelo cliente</p><p><strong>Observação:</strong> as estampas, cores e tonalidades podem variar conforme o material disponível e o lote de produção.</p>","32.9","","1","1","0","1","INVERNO","","d7930d72-2f8d-44a3-8048-9cb7ca72668b","14.5","0",""
"simple","C1100094","Cachecol M2 - Fêmea","1","visible","0","<p>Cachecóis pet tamanho M2 em feltro, desenvolvidos para finalização profissional de banho e tosa. Possuem fechamento por transpasse, com uma abertura costurada por onde uma ponta passa dentro da outra, facilitando a colocação no pescoço do pet.</p><p><strong>Conteúdo:</strong> 10 unidades<br/><strong>Tamanho:</strong> M2<br/><strong>Material:</strong> feltro<br/><strong>Fechamento:</strong> por transpasse<br/><strong>Estampas:</strong> sortidas<br/><strong>Composição do pacote:</strong> no máximo 2 unidades da mesma estampa<br/><strong>Tema:</strong> conforme disponibilidade ou tema escolhido pelo cliente</p><p><strong>Observação:</strong> as estampas, cores e tonalidades podem variar conforme o material disponível e o lote de produção.</p>","44.9","","1","5","0","1","INVERNO","","5d0f4d12-963a-46fb-8fc9-a8c30828cd2e","21.1","0",""
"simple","C1100092","Cachecol M2 - Macho","1","visible","0","<p>Cachecóis pet tamanho M2 em feltro, desenvolvidos para finalização profissional de banho e tosa. Possuem fechamento por transpasse, com uma abertura costurada por onde uma ponta passa dentro da outra, facilitando a colocação no pescoço do pet.</p><p><strong>Conteúdo:</strong> 10 unidades<br/><strong>Tamanho:</strong> M2<br/><strong>Material:</strong> feltro<br/><strong>Fechamento:</strong> por transpasse<br/><strong>Estampas:</strong> sortidas<br/><strong>Composição do pacote:</strong> no máximo 2 unidades da mesma estampa<br/><strong>Tema:</strong> conforme disponibilidade ou tema escolhido pelo cliente</p><p><strong>Observação:</strong> as estampas, cores e tonalidades podem variar conforme o material disponível e o lote de produção.</p>","44.9","","1","3","0","1","INVERNO","","c7dd9637-8482-4195-b1a0-04fd58f65aad","21.1","0",""
"simple","C1100086","Cachecol P - Fêmea","1","visible","0","<p>Cachecóis pet tamanho P em feltro, desenvolvidos para finalização profissional de banho e tosa. Possuem fechamento por transpasse, com uma abertura costurada por onde uma ponta passa dentro da outra, facilitando a colocação no pescoço do pet.</p><p><strong>Conteúdo:</strong> 10 unidades<br/><strong>Tamanho:</strong> P<br/><strong>Material:</strong> feltro<br/><strong>Fechamento:</strong> por transpasse<br/><strong>Estampas:</strong> sortidas<br/><strong>Composição do pacote:</strong> no máximo 2 unidades da mesma estampa<br/><strong>Tema:</strong> conforme disponibilidade ou tema escolhido pelo cliente</p><p><strong>Observação:</strong> as estampas, cores e tonalidades podem variar conforme o material disponível e o lote de produção.</p>","32.9","","1","5","0","1","INVERNO","","0f7df125-f1dd-4f2a-83ea-dcda8ae6495e","14.5","0",""
"simple","C1100084","Cachecol P - Macho","1","visible","0","<p>Cachecóis pet tamanho P em feltro, desenvolvidos para finalização profissional de banho e tosa. Possuem fechamento por transpasse, com uma abertura costurada por onde uma ponta passa dentro da outra, facilitando a colocação no pescoço do pet.</p><p><strong>Conteúdo:</strong> 10 unidades<br/><strong>Tamanho:</strong> P<br/><strong>Material:</strong> feltro<br/><strong>Fechamento:</strong> por transpasse<br/><strong>Estampas:</strong> sortidas<br/><strong>Composição do pacote:</strong> no máximo 2 unidades da mesma estampa<br/><strong>Tema:</strong> conforme disponibilidade ou tema escolhido pelo cliente</p><p><strong>Observação:</strong> as estampas, cores e tonalidades podem variar conforme o material disponível e o lote de produção.</p>","32.9","","1","15","0","1","INVERNO","","86227d4a-8141-48fc-8a7a-ccbf6f182952","14.5","0",""
"simple","C1100090","Cachecol P - Mod. 001 (Fêmea)","1","visible","0","<p>Cachecóis pet tamanho P em feltro, desenvolvidos para finalização profissional de banho e tosa. Possuem fechamento por transpasse, com uma abertura costurada por onde uma ponta passa dentro da outra, facilitando a colocação no pescoço do pet.</p><p><strong>Conteúdo:</strong> 10 unidades<br/><strong>Tamanho:</strong> P<br/><strong>Material:</strong> feltro<br/><strong>Fechamento:</strong> por transpasse<br/><strong>Estampas:</strong> sortidas<br/><strong>Composição do pacote:</strong> no máximo 2 unidades da mesma estampa<br/><strong>Tema:</strong> conforme disponibilidade ou tema escolhido pelo cliente</p><p><strong>Observação:</strong> as estampas, cores e tonalidades podem variar conforme o material disponível e o lote de produção.</p>","24.9","","1","1","0","1","INVERNO","","f0743863-f44f-4dba-8ba3-d18add3c96d9","15.5","0",""
"simple","C1100168","Cachecol P - Mod. 001 (unissex)","1","visible","0","<p>Cachecóis pet tamanho M em feltro, desenvolvidos para finalização profissional de banho e tosa. Possuem fechamento por transpasse, com uma abertura costurada por onde uma ponta passa dentro da outra, facilitando a colocação no pescoço do pet.</p><p><strong>Conteúdo:</strong> 10 unidades<br/><strong>Tamanho:</strong> M<br/><strong>Material:</strong> feltro<br/><strong>Fechamento:</strong> por transpasse<br/><strong>Estampas:</strong> sortidas<br/><strong>Composição do pacote:</strong> no máximo 2 unidades da mesma estampa<br/><strong>Tema:</strong> conforme disponibilidade ou tema escolhido pelo cliente</p><p><strong>Observação:</strong> as estampas, cores e tonalidades podem variar conforme o material disponível e o lote de produção.</p>","24.9","","1","3","0","1","INVERNO","","0ee5cffc-4add-48f2-a1b0-7641dbbb0814","14.5","0",""
"simple","C1100098","Cachecol P - Mod. 002 (Fêmea)","1","hidden","0","<p>Cachecóis pet tamanho P em feltro, desenvolvidos para finalização profissional de banho e tosa. Possuem fechamento por transpasse, com uma abertura costurada por onde uma ponta passa dentro da outra, facilitando a colocação no pescoço do pet.</p><p><strong>Conteúdo:</strong> 10 unidades<br/><strong>Tamanho:</strong> P<br/><strong>Material:</strong> feltro<br/><strong>Fechamento:</strong> por transpasse<br/><strong>Estampas:</strong> sortidas<br/><strong>Composição do pacote:</strong> no máximo 2 unidades da mesma estampa<br/><strong>Tema:</strong> conforme disponibilidade ou tema escolhido pelo cliente</p><p><strong>Observação:</strong> as estampas, cores e tonalidades podem variar conforme o material disponível e o lote de produção.</p>","24.9","","0","","","1","INVERNO","","3c027757-5e78-4a26-a837-5b79ea4cbd76","15.5","0",""
"simple","C1100109","Cachecol P - Mod. 002 (Fêmea)","1","visible","0","<p>Cachecóis pet tamanho P em feltro, desenvolvidos para finalização profissional de banho e tosa. Possuem fechamento por transpasse, com uma abertura costurada por onde uma ponta passa dentro da outra, facilitando a colocação no pescoço do pet.</p><p><strong>Conteúdo:</strong> 10 unidades<br/><strong>Tamanho:</strong> P<br/><strong>Material:</strong> feltro<br/><strong>Fechamento:</strong> por transpasse<br/><strong>Estampas:</strong> sortidas<br/><strong>Composição do pacote:</strong> no máximo 2 unidades da mesma estampa<br/><strong>Tema:</strong> conforme disponibilidade ou tema escolhido pelo cliente</p><p><strong>Observação:</strong> as estampas, cores e tonalidades podem variar conforme o material disponível e o lote de produção.</p>","24.9","","0","","","1","INVERNO","","cfe7e823-edbe-41d8-9a01-7789b4036344","15.5","0",""
"simple","C1100099","Cachecol P - Mod. 003 (Fêmea)","1","hidden","0","<p>Cachecóis pet tamanho P em feltro, desenvolvidos para finalização profissional de banho e tosa. Possuem fechamento por transpasse, com uma abertura costurada por onde uma ponta passa dentro da outra, facilitando a colocação no pescoço do pet.</p><p><strong>Conteúdo:</strong> 10 unidades<br/><strong>Tamanho:</strong> P<br/><strong>Material:</strong> feltro<br/><strong>Fechamento:</strong> por transpasse<br/><strong>Estampas:</strong> sortidas<br/><strong>Composição do pacote:</strong> no máximo 2 unidades da mesma estampa<br/><strong>Tema:</strong> conforme disponibilidade ou tema escolhido pelo cliente</p><p><strong>Observação:</strong> as estampas, cores e tonalidades podem variar conforme o material disponível e o lote de produção.</p>","24.9","","0","","","1","INVERNO","","091d72f3-3bf2-4af0-b6a5-80f0248a8954","15.5","0",""
"simple","C1100110","Cachecol P - Mod. 003 (Fêmea)","1","visible","0","<p>Cachecóis pet tamanho P em feltro, desenvolvidos para finalização profissional de banho e tosa. Possuem fechamento por transpasse, com uma abertura costurada por onde uma ponta passa dentro da outra, facilitando a colocação no pescoço do pet.</p><p><strong>Conteúdo:</strong> 10 unidades<br/><strong>Tamanho:</strong> P<br/><strong>Material:</strong> feltro<br/><strong>Fechamento:</strong> por transpasse<br/><strong>Estampas:</strong> sortidas<br/><strong>Composição do pacote:</strong> no máximo 2 unidades da mesma estampa<br/><strong>Tema:</strong> conforme disponibilidade ou tema escolhido pelo cliente</p><p><strong>Observação:</strong> as estampas, cores e tonalidades podem variar conforme o material disponível e o lote de produção.</p>","24.9","","0","","","1","INVERNO","","8fbaeee7-8f4b-4f13-baa3-ecdd47b84d49","15.5","0",""
"simple","C1100100","Cachecol P - Ratinho","1","visible","0","Contém 10 unidades tamanho médio, estampas iguais da foto.","24.9","","0","","","1","INVERNO","","359782f6-ec69-475f-8dc8-a4411e543c91","15.5","0",""
"simple","C1100101","Cachecol P - Rei Leão","1","visible","0","Contém 10 unidades tamanho médio, estampas iguais da foto.","24.9","","0","","","1","INVERNO","","2804bd82-4fab-448a-8cb4-a9ab8b86d457","15.5","0",""
"simple","C1100112","Cachecol P - Rei Leão","1","visible","0","Contém 10 unidades tamanho médio, estampas iguais da foto.","24.9","","0","","","1","INVERNO","","b5d304eb-1368-4c40-9fa3-6bf9447bea4c","15.5","0",""
"simple","C1100096","Cachecol PP - Fêmea","1","visible","0","<p>Cachecóis pet tamanho PP em feltro, desenvolvidos para finalização profissional de banho e tosa. Possuem fechamento por transpasse, com uma abertura costurada por onde uma ponta passa dentro da outra, facilitando a colocação no pescoço do pet.</p><p><strong>Conteúdo:</strong> 10 unidades<br/><strong>Tamanho:</strong> PP<br/><strong>Material:</strong> feltro<br/><strong>Fechamento:</strong> por transpasse<br/><strong>Estampas:</strong> sortidas<br/><strong>Composição do pacote:</strong> no máximo 2 unidades da mesma estampa<br/><strong>Tema:</strong> conforme disponibilidade ou tema escolhido pelo cliente</p><p><strong>Observação:</strong> as estampas, cores e tonalidades podem variar conforme o material disponível e o lote de produção.</p>","24.9","","1","9","0","1","INVERNO","","fc7c802b-ded3-4e47-a800-e5d10e5a282e","15.5","0",""
